input_csv,rows_used,posts_only,label_agreement_rate,mean_abs_score_diff,score_scatter,label_confusion,top_posts_grid,differently_rated_posts_csv,differently_rated_posts_plot,top_5_roberta_positive_csv,top_5_roberta_negative_csv,top_5_vader_positive_csv,top_5_vader_negative_csv
results/analyzed_data_20260408_163807.csv,620,True,0.3903,0.4899,results/model_comparison/roberta_vs_vader_score_scatter.png,results/model_comparison/roberta_vs_vader_label_confusion.png,results/model_comparison/top_5_posts_model_comparison.png,results/model_comparison/posts_rated_differently.csv,results/model_comparison/posts_rated_differently_dumbbell.png,results/model_comparison/top_5_roberta_positive.csv,results/model_comparison/top_5_roberta_negative.csv,results/model_comparison/top_5_vader_positive.csv,results/model_comparison/top_5_vader_negative.csv
