input_csv,comparison_input_with_climatebert,climatebert_model,climatebert_inference_ran,rows_used,posts_only,label_agreement_rate,mean_abs_score_diff,score_scatter,label_confusion,top_posts_grid,differently_rated_posts_csv,differently_rated_posts_plot,top_5_roberta_positive_csv,top_5_roberta_negative_csv,top_5_climatebert_positive_csv,top_5_climatebert_negative_csv
results/analyzed_data_20260408_163807.csv,results/model_comparison_climatebert/comparison_input_with_climatebert.csv,climatebert/distilroberta-base-climate-sentiment,True,620,True,0.5645,0.3779,results/model_comparison_climatebert/roberta_vs_climatebert_score_scatter.png,results/model_comparison_climatebert/roberta_vs_climatebert_label_confusion.png,results/model_comparison_climatebert/top_5_posts_model_comparison.png,results/model_comparison_climatebert/posts_rated_differently.csv,results/model_comparison_climatebert/posts_rated_differently_dumbbell.png,results/model_comparison_climatebert/top_5_roberta_positive.csv,results/model_comparison_climatebert/top_5_roberta_negative.csv,results/model_comparison_climatebert/top_5_climatebert_positive.csv,results/model_comparison_climatebert/top_5_climatebert_negative.csv
